customer_id,name,age,gender,income,employment_status,marital_status,address,city
2215,Ronald Skinner,25,Female,4075.8,Unemployed,Single,"9760 Kane Ramp, Donovanville, TN 04016",West Brittany
2221,Stephanie Graham,21,Male,9154.02,Self-Employed,Single,"1370 Katie Alley, New Heather, MN 45759",Lake Kelly
2277,Brittany Stuart,55,Female,10327.35,Employed,Married,"56357 Jessica Throughway Apt. 028, West Steven, MP 16882",Jonathanview
2280,William Simmons,20,Female,3756.87,Unemployed,Single,"9540 Macdonald Common Apt. 711, Lake Wendy, CT 65464",East Matthew
2282,Billy Smith,69,Female,10557.67,Unemployed,Married,"22300 David Port Apt. 275, Stevenfort, GA 99450",North Anita
2305,Paige Haynes,29,Female,3167.55,Self-Employed,Married,"0258 Jorge Inlet, New Brandyton, MS 68024",Ramireztown
2306,Cory Nelson,35,Female,11644.31,Self-Employed,Married,"86064 Ashley Hills Suite 876, Mollyview, AL 76551",Oconnellburgh
2307,Bethany Anderson,53,Male,7775.91,Employed,Single,"530 Candice Crest, West Andrew, AS 03276",Andrewview
2321,Danny Mejia,24,Female,12549.89,Employed,Single,"18847 Frank Mountain, West Johnmouth, LA 64863",South Kathleen
2334,Tracy Tucker,64,Female,3913.03,Unemployed,Married,"559 Gregory Court, Port Eddie, TX 04075",East Amanda
2338,Scott Woodard,37,Female,8304.98,Employed,Single,"8416 Tamara Causeway Apt. 301, East Shelly, MT 02663",West Kristinville
2347,Miss Christine Sanchez DDS,42,Female,5965.83,Employed,Single,"84289 Fischer Throughway Suite 819, South Hannah, NY 98648",Johnport
2356,Sherry Robertson,65,Male,11791.93,Unemployed,Married,"9739 Knight Landing, North Meaganburgh, IL 88023",Annestad
2360,Gary Williams,37,Male,11037,Unemployed,Single,"423 Andres Glens Apt. 429, Bryantfort, VT 07355",Fosterchester
2361,Kevin Wilson,50,Male,4411.75,Self-Employed,Single,"28730 Murphy Trafficway Suite 627, Marshallfort, DE 63993",New Jennifer
2362,Christopher Cooper,49,Male,4754.13,Self-Employed,Single,"32457 Crystal Extensions Apt. 891, East Samuelfurt, OR 84193",New Autumn
2365,James Gill,53,Male,8514.27,Employed,Single,"Unit 2187 Box 8088, DPO AP 63157",East Pamela
2368,Carl Williams,34,Female,12182.23,Unemployed,Married,"PSC 9807, Box 8929, APO AP 96735",Holmeshaven
2374,Virginia Lewis,21,Male,13552.81,Unemployed,Single,"179 Washington Inlet Suite 254, Seanside, IA 78052",Jenniferside
2389,Jeremy Miller,51,Female,5731.31,Employed,Single,"49548 Jones Route Suite 395, Lake Dustinton, MN 05440",North Christianshire
2392,Elizabeth Parker,53,Male,8687.14,Unemployed,Married,"66877 Gonzalez Parkway, Markside, MH 59385",Debbietown
2394,Bryan Holmes,23,Female,14561.85,Self-Employed,Single,"69076 Laurie Flats, Alanmouth, AL 98367",Markfort
2402,Kent Shea,55,Male,14420.68,Unemployed,Married,"49543 Amanda Pike, North Carolshire, VA 55696",Brandyburgh
2411,Zachary Mitchell,59,Male,4348.76,Employed,Married,"94997 Arellano Landing Apt. 637, South Nicholasfort, GA 34163",North Philipfort
2418,Austin Chan,70,Female,4852.43,Unemployed,Single,"5318 Stephen Keys, Mcbrideshire, PR 71512",Jessicafort
2429,Christopher Garcia,65,Female,10872.62,Unemployed,Single,"806 John Point, Baldwinhaven, MS 67616",Susanbury
2430,Jeremiah Daniels,39,Male,7387.63,Employed,Married,"09051 Richards Rapids, Port Davidmouth, CA 07173",West Melanie
2437,Jeffrey Wilson,18,Male,14850.06,Self-Employed,Single,"512 Barker Courts Apt. 085, Chadberg, KS 81594",North Charlesland
2449,Brianna Butler,44,Female,12002.79,Unemployed,Single,"98863 Meyer Road Suite 738, North Samantha, HI 85879",Anthonyborough
2456,Gregory Calderon,50,Female,6489.16,Unemployed,Married,"080 Reyes Rapids Apt. 953, New Nicholasmouth, RI 98526",Susanhaven
2457,Randy Ramirez,24,Male,10935.63,Employed,Single,"67424 Morales Road Apt. 272, Christianside, MI 32470",Baileytown
2463,Amanda Ellison,18,Female,10564.61,Self-Employed,Single,"625 Patel Mission, Susanland, SC 03656",West Kimberly
2468,Connie Thomas,66,Male,14959.78,Self-Employed,Single,"3058 Scott Station Apt. 942, Davischester, WV 18231",New Aprilland
2473,James Ingram,23,Female,12606.47,Self-Employed,Single,"970 Gregory Corners, North Christopher, NY 56161",Robinmouth
2481,Daisy Ryan,48,Female,2153.64,Self-Employed,Married,"1936 Tiffany Forks Suite 497, Williamland, IL 06939",West Anthony
2490,Matthew Peterson,59,Male,6111.49,Employed,Married,"057 Weber Prairie Suite 826, Turnerfurt, AL 35984",Amberview
2492,Jordan Benson,44,Male,3471.09,Unemployed,Married,"208 Craig Divide Apt. 338, West Kristina, NV 52560",Morristown
2498,Brandy Nguyen,18,Female,12813,Self-Employed,Single,"81249 Martin Cliff Suite 693, Lake Johnny, IN 82965",East Andrew
2499,Brittany Richardson,22,Male,13381.47,Employed,Single,"21688 Robert Rue, Moranfort, IA 82269",New Staciefort
2506,Michael Foley,67,Female,14500.5,Self-Employed,Married,"810 Alexander Prairie, New Barbara, MT 89381",Walkerberg
2511,Kimberly Woods,50,Female,5911.7,Unemployed,Married,"38130 Martinez Heights, Alishaton, NM 18851",Alexandrahaven
2529,Robert Lowe,52,Female,5333.9,Unemployed,Single,"4994 Brittany Heights Apt. 487, Lake Raymond, RI 86204",Lake Deborah
2535,Daniel Marshall,26,Male,13636.57,Self-Employed,Single,"26892 Campbell Fords, New Heather, MH 60119",New Monique
2541,Barry Anderson,65,Female,9934.86,Unemployed,Single,"920 Sabrina Fall, East Lauren, NM 42702",Lake Sergio
2543,Miranda Arnold,62,Male,9880.59,Employed,Single,"Unit 9653 Box 8449, DPO AP 39756",Dicksonmouth
2556,Jeffrey Ayala,48,Female,10638.05,Unemployed,Married,"1207 Curry Circles Apt. 948, South Jillburgh, AZ 96372",Lake Ashley
2582,Natasha Swanson,38,Male,4695.82,Self-Employed,Married,"42849 Mccann Skyway, Reillychester, AK 32847",East Lisaport
2598,Karen Davis,43,Female,2169.99,Self-Employed,Married,"USCGC Wells, FPO AP 47499",New Jessica
2607,James Gomez,32,Male,14794.48,Unemployed,Single,"9071 Carrie Cove, Sarahchester, IN 17309",East Michaelbury
2620,Ann Noble,58,Male,5327.42,Self-Employed,Married,"7513 Campbell Freeway Apt. 953, Donnastad, DC 98014",Kimmouth
2625,Jane Cole,46,Female,7208.8,Self-Employed,Married,"PSC 9910, Box 7917, APO AE 13687",South Troyport
2633,Susan Williams,25,Female,11870.45,Self-Employed,Single,"86932 Joshua View Suite 857, Cassandraburgh, GU 77897",Melissaburgh
2642,Alexandria Good,36,Male,10321.06,Unemployed,Married,"733 Stacey Turnpike Suite 744, New Kathymouth, TX 65479",Port Kristenborough
2647,David Henson,48,Female,8190.56,Employed,Married,"780 Phillips Key, Castilloport, NJ 91834",East Cassandrafurt
2672,Adam Chambers,47,Male,4720.79,Unemployed,Married,"769 Amanda Spur, Port Garymouth, MT 91058",South Marthatown
2688,Robert Payne,64,Male,9857.04,Self-Employed,Married,"438 Cook Trail Suite 915, North Sherry, DC 40483",Fitzgeraldport
2702,Debra Hull,37,Male,10931.31,Self-Employed,Married,"3260 Jacob Inlet, Mirandaburgh, CA 21016",East Monicaton
2708,Jeremy Crawford,57,Male,14779.51,Employed,Single,"469 Richardson Way Apt. 973, Rollinsborough, PR 37018",Lake Shawnberg
2711,Roy Wolfe,55,Female,3252.02,Unemployed,Married,"Unit 1116 Box 6754, DPO AP 16295",Stephanieborough
2723,Joseph Summers,24,Female,3429.63,Unemployed,Married,"7989 Rebecca Branch, Wrightton, VA 64843",Lake Danielville
2724,Mr. Brian Rogers,18,Female,13758.82,Employed,Single,"47647 Miranda Green Apt. 644, Everettborough, KS 04295",Lake Melissa
2730,Holly Powell,31,Male,6631.39,Self-Employed,Single,"5738 Freeman Pine Suite 619, Michaeltown, PR 60528",East Sandraland
2735,Joseph Douglas,19,Male,4836.54,Unemployed,Married,"869 Douglas Avenue Suite 591, Tapiastad, AS 81775",Raymondport
2738,Emily Johnson,53,Male,14642.66,Self-Employed,Married,"8752 Rodriguez Center Apt. 501, Kristishire, WY 53794",Lake Jesse
2746,Stephen Wall,46,Male,13517.34,Employed,Married,"0256 Larsen Groves, New Brianna, VI 25559",East Stephaniechester
2750,Paula Stevens,54,Female,2146.17,Unemployed,Single,"39668 Leslie Hill Suite 598, Wareview, NJ 12547",New Sean
2757,Amanda Smith,55,Female,13234.71,Unemployed,Single,"0198 Dana Rapids, Geraldmouth, ID 95400",New Scott
2764,Jesse Chapman,21,Male,8006.03,Self-Employed,Single,"49068 Sanchez Way, East Caitlinborough, FL 88441",Laneberg
2780,Jason Ramirez,59,Female,7586.11,Employed,Single,"7951 Bennett Lane Apt. 529, Michaelstad, ND 26227",Jerrybury
2781,Larry Garcia,56,Male,14932.24,Self-Employed,Single,"10039 Frank Trafficway, New Terrenceburgh, IA 89558",South Michelle
2788,Brian Villarreal,29,Female,8979.83,Self-Employed,Married,"66560 Flowers Ville Suite 963, East Carlamouth, NV 06170",Roystad
2812,Riley Ellison,28,Female,8177.07,Self-Employed,Single,"858 Lopez Place, Port Andrewberg, AS 81422",Ginaland
2831,Erin Wagner,43,Male,14976.46,Unemployed,Married,"35355 Ethan Mews Suite 776, Longmouth, SC 91808",East Kimberlyfort
2834,David Medina,26,Male,14626.22,Unemployed,Married,"322 Kimberly Viaduct, Phyllisbury, OH 12931",South Curtis
2845,Daniel Escobar,59,Female,9065.64,Employed,Single,"047 Neal Curve Apt. 169, North Teresa, PR 86794",Lake Tylerfurt
2846,Andrew Rodriguez,44,Male,9325.46,Self-Employed,Single,"210 Angela Junctions, Walkermouth, AS 47380",New Lisa
2865,Matthew Barber,43,Male,9780.6,Self-Employed,Married,"560 Martin Highway Suite 769, Catherineton, WY 94117",Kimberlybury
2883,Lindsay Walker,30,Female,4310.76,Employed,Single,"3417 Hubbard Groves Apt. 889, Lake Michael, NY 01525",Stevensmouth
2884,Samantha Serrano,49,Female,5180.57,Unemployed,Married,"2782 Moreno Forest, West Hannah, DE 98182",New Scott
2910,Christopher Taylor,64,Male,11533.71,Self-Employed,Married,"478 Henderson Bridge, Huynhport, MN 29241",New Catherine
2934,Barry Stewart,55,Male,12037.49,Employed,Married,"05323 Virginia Roads Apt. 097, Michaelview, IA 81580",South Donaldborough
2939,Mrs. Valerie Branch,30,Female,9065.23,Unemployed,Single,"19161 Tonya Ridges Apt. 980, Lake Kellystad, CO 13778",Reneeport
2948,David Clarke,68,Female,12530.73,Unemployed,Single,"842 Chad Mews, Thomasfurt, WY 42098",New Danielside
2952,Micheal Rodgers,23,Female,5469.32,Self-Employed,Single,"3113 Elizabeth Burg Suite 970, South Vanessamouth, DC 75867",Middletonberg
2966,Jennifer Gomez,36,Female,13164.07,Unemployed,Single,"28167 Page Center Apt. 981, New Kevinberg, WY 63558",New Sharonbury
2979,Charles Juarez,51,Male,12196.76,Self-Employed,Single,"63065 Alexander Keys Suite 244, Vazquezmouth, HI 49831",Matthewside
2981,Nicole Alexander,45,Male,12363.38,Unemployed,Single,"895 Michael Well, Rodrigueztown, AZ 74241",Christinamouth
3003,David Martin,64,Male,10354.46,Unemployed,Single,"91947 Wilson Prairie Apt. 861, Jacksonside, UT 93336",Richardville
3004,David Sandoval,50,Female,13133.74,Employed,Single,"46040 Brendan Tunnel Apt. 516, Clarktown, DE 48664",New Jerry
3008,Cynthia Tyler,47,Male,7805.81,Self-Employed,Married,"2753 Pittman Burg, Williamshaven, MO 76314",Jefferyberg
3011,Christian Vargas,39,Female,3797.58,Self-Employed,Single,"8682 Ramirez Parkway Apt. 603, New Adammouth, IN 82263",West Kristenberg
3020,Robert Cook,45,Male,2577.77,Self-Employed,Married,"USS Bishop, FPO AA 09851",Karaport
3027,Robert Bennett,27,Male,4358.5,Unemployed,Single,"635 Adrian Ports Suite 134, East Carol, GA 49057",Forbesfort
3048,Steven Patton,45,Male,11398.34,Employed,Married,"5080 Kristen Orchard, Jonesville, MI 29505",Gloriafurt
3049,Ronald Smith,47,Female,4837.5,Unemployed,Single,"91053 Higgins Views Apt. 390, Hillmouth, MS 74773",Danielhaven
3052,Anthony Gonzalez,69,Female,12299.54,Self-Employed,Married,"Unit 1475 Box 0450, DPO AP 05230",West Wesley
3066,Christopher Hall,44,Female,3852.44,Employed,Single,"0190 Blackwell Branch Apt. 243, Joshuaburgh, SC 75454",Philipland
3075,Allison Rodriguez,32,Female,8285.11,Employed,Single,"8402 Mason Meadows Suite 464, Wagnerhaven, CA 60141",Port Alexis
